UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Machine failure
2724,2528,1,0.4782608695652114,0.45679012345679115,0.26685006877579087,0.678038379530917,0.4624505928853755,0,0,0,0,0,0
2725,7432,2,0.4891304347826092,0.44444444444444986,0.4154057771664377,0.4818763326226014,0.4703557312252964,0,0,0,0,0,0
2726,2529,1,0.4891304347826092,0.45679012345679115,0.5323246217331499,0.3134328358208955,0.48221343873517786,0,0,0,0,0,0
2727,7433,2,0.4891304347826092,0.45679012345679115,0.3507565337001375,0.4861407249466951,0.49011857707509876,0,0,0,0,0,0
2728,2530,1,0.4782608695652114,0.44444444444444986,0.3658872077028885,0.3923240938166312,0.5019762845849802,0,0,0,0,0,0
2729,2531,1,0.4782608695652114,0.44444444444444986,0.8404401650618986,0.11513859275053295,0.5098814229249011,0,0,0,0,0,0
2730,2532,1,0.4782608695652114,0.44444444444444986,0.34250343878954603,0.7356076759061834,0.5177865612648221,0,0,0,0,0,0
2731,2533,1,0.46739130434782783,0.43209876543210146,0.35350756533700145,0.5501066098081022,0.525691699604743,0,0,0,0,0,0
2732,7434,2,0.4782608695652114,0.43209876543210146,0.5900962861072903,0.27292110874200415,0.533596837944664,0,0,0,0,0,0
2733,2534,1,0.4782608695652114,0.43209876543210146,0.24484181568088026,0.7953091684434969,0.5454545454545454,0,0,0,0,0,0
2734,2535,1,0.4782608695652114,0.43209876543210146,0.3493810178817056,0.43283582089552236,0.5533596837944663,0,0,0,0,0,0
2735,287,0,0.4782608695652114,0.43209876543210146,0.5557083906464926,0.2707889125799573,0.5612648221343873,0,0,0,0,0,0
2736,2536,1,0.4782608695652114,0.43209876543210146,0.33562585969738645,0.5394456289978679,0.5810276679841897,0,0,0,0,0,0
2737,7435,2,0.4782608695652114,0.41975308641976017,0.5612104539202201,0.347547974413646,0.5889328063241106,0,0,0,0,0,0
2738,7436,2,0.4782608695652114,0.41975308641976017,0.46767537826685013,0.4498933901918977,0.6007905138339921,0,0,0,0,0,0
2739,7437,2,0.4891304347826092,0.41975308641976017,0.4511691884456672,0.5181236673773988,0.6126482213438734,0,0,0,0,0,0
2740,2537,1,0.4891304347826092,0.43209876543210146,0.5557083906464926,0.3262260127931769,0.6245059288537549,0,0,0,0,0,0
2741,2538,1,0.46739130434782783,0.40740740740741177,0.49105914718019283,0.4840085287846481,0.6324110671936758,0,0,0,0,0,0
2742,2539,1,0.46739130434782783,0.40740740740741177,0.2888583218707015,0.678038379530917,0.6403162055335968,0,0,0,0,0,0
2743,2540,1,0.46739130434782783,0.41975308641976017,0.2764786795048144,0.6673773987206822,0.6482213438735177,0,0,0,0,0,0
2744,2541,1,0.46739130434782783,0.41975308641976017,0.4236588720770289,0.5373134328358209,0.6561264822134387,0,0,0,0,0,0
2745,2542,1,0.4782608695652114,0.43209876543210146,0.6217331499312242,0.21108742004264394,0.6640316205533596,0,0,0,0,0,0
2746,7438,2,0.4782608695652114,0.41975308641976017,0.5983493810178819,0.3923240938166312,0.6719367588932806,0,0,0,0,0,0
2747,2543,1,0.4782608695652114,0.43209876543210146,0.3342503438789546,0.5543710021321963,0.683794466403162,0,0,0,0,0,0
2748,2544,1,0.4782608695652114,0.43209876543210146,0.6162310866574967,0.24520255863539445,0.691699604743083,0,0,0,0,0,0
2749,2545,1,0.4782608695652114,0.43209876543210146,0.6368638239339752,0.31982942430703626,0.6996047430830039,0,0,0,0,0,0
2750,7439,2,0.4782608695652114,0.43209876543210146,0.7111416781292985,0.18763326226012794,0.7075098814229248,0,0,0,0,0,1
2751,288,0,0.4782608695652114,0.43209876543210146,0.3961485557083906,0.4371002132196163,0.7193675889328063,0,0,0,0,0,0
2752,2546,1,0.4782608695652114,0.41975308641976017,0.34250343878954603,0.6396588486140725,0.7391304347826086,0,0,0,0,0,0
2753,7440,2,0.4782608695652114,0.41975308641976017,0.9394773039889959,0.09808102345415765,0.7470355731225296,0,0,0,0,0,0
2754,2547,1,0.4782608695652114,0.41975308641976017,0.752407152682256,0.16417910447761191,0.758893280632411,0,0,0,0,0,0
2755,289,0,0.46739130434782783,0.41975308641976017,0.6354883081155434,0.2601279317697227,0.7667984189723319,0,0,0,0,0,0
2756,2548,1,0.4782608695652114,0.43209876543210146,0.42640990371389265,0.39872068230277186,0.7865612648221343,0,0,0,0,0,0
2757,2549,1,0.4782608695652114,0.43209876543210146,0.8431911966987622,0.20255863539445632,0.7944664031620552,0,0,0,0,0,0
2758,2550,1,0.4891304347826092,0.43209876543210146,0.3727647867950481,0.3411513859275053,0.8023715415019762,0,0,0,0,0,0
2759,7441,2,0.4782608695652114,0.43209876543210146,0.33562585969738645,0.5373134328358209,0.8102766798418972,0,0,0,0,0,0
2760,2551,1,0.4782608695652114,0.41975308641976017,0.43328748280605245,0.44776119402985076,0.8221343873517786,0,0,0,0,0,0
2761,2552,1,0.4891304347826092,0.43209876543210146,0.31911966987620355,0.4797441364605544,0.8300395256916996,0,0,0,0,0,0
2762,2553,1,0.4891304347826092,0.44444444444444986,0.18019257221458046,0.9594882729211087,0.8379446640316205,0,0,0,1,0,1
2763,2554,1,0.4891304347826092,0.43209876543210146,0.4277854195323245,0.5181236673773988,0.8458498023715413,0,0,0,0,0,0
2764,2555,1,0.4891304347826092,0.43209876543210146,0.4442916093535074,0.5842217484008527,0.8537549407114624,0,0,0,0,0,0
2765,7442,2,0.4999999999999928,0.44444444444444986,0.3039889958734525,0.697228144989339,0.0,0,0,0,0,0,0
2766,7443,2,0.4999999999999928,0.45679012345679115,0.3177441540577717,0.7398720682302772,0.01185770750988141,0,0,0,0,0,0
2767,7444,2,0.4999999999999928,0.45679012345679115,0.9917469050894088,0.12579957356076754,0.02371541501976282,0,0,0,0,0,0
2769,2556,1,0.5108695652173906,0.46913580246913955,0.6973865199449794,0.21535181236673773,0.043478260869565244,0,0,0,0,0,0
2770,7445,2,0.5108695652173906,0.48148148148148795,0.4250343878954608,0.38379530916844357,0.05138339920948615,0,0,0,0,0,0
2771,2557,1,0.5108695652173906,0.48148148148148795,0.26960110041265484,0.5501066098081022,0.06324110671936756,0,0,0,0,0,0
2772,2558,1,0.4999999999999928,0.46913580246913955,0.3892709766162312,0.4115138592750533,0.07114624505928852,0,0,0,0,0,0
2773,2559,1,0.4999999999999928,0.45679012345679115,0.4112792297111416,0.4498933901918977,0.07905138339920947,0,0,0,0,0,0
2774,2560,1,0.4999999999999928,0.45679012345679115,0.9491059147180194,0.05117270788912576,0.08695652173913043,0,0,0,0,0,0
2775,2561,1,0.5217391304347813,0.45679012345679115,0.5378266850068778,0.41791044776119407,0.09486166007905145,0,0,0,0,0,0
2776,2562,1,0.5217391304347813,0.45679012345679115,0.5392022008253097,0.5884861407249468,0.1027667984189723,0,0,0,0,0,0
2777,2563,1,0.5217391304347813,0.45679012345679115,0.39202200825309497,0.5863539445628999,0.11067193675889331,0,0,0,0,0,0
2778,2564,1,0.5217391304347813,0.45679012345679115,0.407152682255846,0.4605543710021323,0.11857707509881421,0,0,0,0,0,0
2779,2565,1,0.5108695652173906,0.45679012345679115,0.1925722145804678,0.6417910447761196,0.12648221343873517,0,0,0,0,0,0
2780,2566,1,0.5217391304347813,0.46913580246913955,0.2544704264099038,0.6567164179104478,0.13438735177865613,0,0,0,0,0,0
2781,7446,2,0.532608695652172,0.48148148148148795,0.5337001375515817,0.33475479744136455,0.14229249011857703,0,0,0,0,0,0
2783,7447,2,0.532608695652172,0.48148148148148795,0.4442916093535074,0.46268656716417905,0.1620553359683794,0,0,0,0,0,0
2784,7448,2,0.532608695652172,0.48148148148148795,0.49518569463548845,0.31982942430703626,0.17391304347826086,0,0,0,0,0,0
2785,2567,1,0.532608695652172,0.48148148148148795,0.36038514442916103,0.6950959488272922,0.18577075098814227,0,0,0,0,0,0
2786,2568,1,0.532608695652172,0.46913580246913955,0.44979367262723535,0.2665245202558635,0.19367588932806323,0,0,0,0,0,0
2787,7449,2,0.532608695652172,0.46913580246913955,0.6354883081155434,0.17484008528784645,0.20158102766798416,0,0,0,0,0,0
2788,7450,2,0.5434782608695626,0.48148148148148795,0.4896836313617605,0.39019189765458423,0.2134387351778656,0,0,0,0,0,0
2789,2569,1,0.5434782608695626,0.48148148148148795,0.21733149931224216,0.6886993603411514,0.225296442687747,0,0,0,0,0,0
2790,290,0,0.5434782608695626,0.46913580246913955,0.3713892709766162,0.5095948827292112,0.23320158102766797,0,0,0,0,0,0
2791,2570,1,0.5543478260869533,0.48148148148148795,0.2585969738651994,0.5501066098081022,0.25296442687747034,0,0,0,0,0,0
2792,291,0,0.5543478260869533,0.48148148148148795,0.34112792297111416,0.4946695095948827,0.2608695652173913,0,0,0,0,0,0
2793,2571,1,0.5543478260869533,0.49382716049382924,0.5722145804676755,0.2665245202558635,0.28063241106719367,0,0,0,0,0,0
2794,2572,1,0.5434782608695626,0.48148148148148795,0.5900962861072903,0.24946695095948826,0.2885375494071146,0,0,0,0,0,0
2795,2573,1,0.5543478260869533,0.48148148148148795,0.5295735900962861,0.5074626865671642,0.2964426877470355,0,0,0,0,0,0
2796,7451,2,0.5434782608695626,0.46913580246913955,0.32599724896836313,0.624733475479744,0.3043478260869565,0,0,0,0,0,0
2797,2574,1,0.532608695652172,0.46913580246913955,0.5103163686382395,0.32409381663112996,0.3162055335968379,0,0,0,0,0,0
2798,7452,2,0.5434782608695626,0.48148148148148795,0.3163686382393398,0.7164179104477614,0.32411067193675885,0,0,0,0,0,0
2799,2575,1,0.5434782608695626,0.48148148148148795,0.5502063273727646,0.4157782515991471,0.3359683794466403,0,0,0,0,0,0
2800,2576,1,0.5434782608695626,0.48148148148148795,0.32462173314993126,0.5223880597014926,0.3438735177865612,0,0,0,0,0,0
2801,7453,2,0.532608695652172,0.46913580246913955,0.4566712517193947,0.5458422174840086,0.3517786561264822,0,0,0,0,0,0
2802,7454,2,0.532608695652172,0.46913580246913955,0.6519944979367263,0.1855010660980811,0.3636363636363636,0,0,0,0,0,0
2803,7455,2,0.5434782608695626,0.48148148148148795,0.469050894085282,0.5650319829424308,0.37549407114624506,0,0,0,0,0,0
2804,2577,1,0.532608695652172,0.46913580246913955,0.2407152682255847,0.6417910447761196,0.38735177865612647,0,0,0,0,0,0
2805,2578,1,0.5217391304347813,0.46913580246913955,0.38789546079779913,0.4264392324093817,0.3952569169960474,0,0,0,0,0,0
2806,2579,1,0.5108695652173906,0.45679012345679115,0.4016506189821185,0.4989339019189765,0.40316205533596833,0,0,0,0,0,0
2807,2580,1,0.5108695652173906,0.44444444444444986,0.26960110041265484,0.4498933901918977,0.4110671936758893,0,0,0,0,0,0
2808,7456,2,0.4999999999999928,0.44444444444444986,0.3906464924346631,0.464818763326226,0.41897233201581024,0,0,0,0,0,0
2809,2581,1,0.4999999999999928,0.44444444444444986,0.41678129298486954,0.46268656716417905,0.43083003952569165,0,0,0,0,0,0
2810,2582,1,0.4999999999999928,0.43209876543210146,0.5914718019257221,0.3091684434968017,0.4387351778656126,0,0,0,0,0,0
2811,2583,1,0.4891304347826092,0.41975308641976017,0.8308115543328749,0.10021321961620466,0.44664031620553357,0,0,0,0,0,0
2812,2584,1,0.4999999999999928,0.43209876543210146,0.8156808803301239,0.11727078891257992,0.45454545454545453,0,0,0,0,0,0
2813,7457,2,0.5108695652173906,0.44444444444444986,0.33700137551581855,0.43923240938166314,0.4624505928853755,0,0,0,0,0,0
2814,2585,1,0.5108695652173906,0.44444444444444986,0.9889958734525446,0.05330490405117272,0.4743083003952569,0,0,0,0,0,0
2815,2586,1,0.5108695652173906,0.44444444444444986,0.31224209078404397,0.7761194029850748,0.48221343873517786,0,0,0,0,0,0
2816,7458,2,0.5217391304347813,0.45679012345679115,0.5515818431911965,0.24520255863539445,0.49011857707509876,0,0,0,0,0,0
2817,2587,1,0.5217391304347813,0.45679012345679115,0.3658872077028885,0.5799573560767591,0.5019762845849802,0,0,0,0,0,0
2818,2588,1,0.532608695652172,0.46913580246913955,0.34250343878954603,0.44776119402985076,0.5098814229249011,0,0,0,0,0,0
2819,2589,1,0.532608695652172,0.46913580246913955,0.7716643741403026,0.17697228144989335,0.5177865612648221,0,0,0,0,0,0
2820,2590,1,0.532608695652172,0.46913580246913955,0.2585969738651994,0.6609808102345417,0.525691699604743,0,0,0,0,0,0
2821,2591,1,0.532608695652172,0.46913580246913955,0.3686382393397525,0.6119402985074628,0.533596837944664,0,0,0,0,0,0
2822,7459,2,0.5434782608695626,0.48148148148148795,0.34525447042641,0.47761194029850745,0.541501976284585,0,0,0,0,0,0
2823,2592,1,0.5434782608695626,0.48148148148148795,0.5845942228335628,0.38379530916844357,0.5533596837944663,0,0,0,0,0,0
2824,7460,2,0.5434782608695626,0.46913580246913955,0.2090784044016507,0.8976545842217487,0.5612648221343873,0,0,0,0,0,0
2825,7461,2,0.5434782608695626,0.46913580246913955,0.3851444291609354,0.4754797441364605,0.5731225296442687,0,0,0,0,0,0
2826,2593,1,0.5434782608695626,0.45679012345679115,0.4154057771664377,0.2857142857142857,0.5849802371541502,0,0,0,0,0,0
2827,7462,2,0.5434782608695626,0.45679012345679115,0.6107290233837688,0.2771855010660981,0.592885375494071,0,0,0,0,0,0
2828,2594,1,0.5543478260869533,0.45679012345679115,0.33562585969738645,0.6716417910447762,0.6047430830039525,0,0,0,0,0,0
2829,7463,2,0.5543478260869533,0.45679012345679115,0.9724896836313617,0.08102345415778239,0.6126482213438734,0,0,0,0,0,0
2830,2595,1,0.5434782608695626,0.44444444444444986,0.6107290233837688,0.3390191897654585,0.6245059288537549,0,0,0,0,0,0
2831,7464,2,0.5543478260869533,0.44444444444444986,0.3342503438789546,0.45842217484008535,0.6324110671936758,0,0,0,0,0,0
2832,7465,2,0.5434782608695626,0.43209876543210146,0.44291609353507555,0.5927505330490404,0.6442687747035573,0,0,0,0,0,0
2833,7466,2,0.5543478260869533,0.44444444444444986,0.4112792297111416,0.4307036247334754,0.6561264822134387,0,0,0,0,0,0
2834,2596,1,0.5434782608695626,0.43209876543210146,0.8789546079779917,0.13432835820895517,0.6679841897233201,0,0,0,0,0,0
2835,2597,1,0.5434782608695626,0.41975308641976017,0.2751031636863823,0.5522388059701493,0.6758893280632411,0,0,0,0,0,0
2836,2598,1,0.5434782608695626,0.43209876543210146,0.5557083906464926,0.25373134328358204,0.683794466403162,0,0,0,0,0,0
2837,7467,2,0.5434782608695626,0.41975308641976017,0.3988995873452543,0.5159914712153517,0.691699604743083,0,0,0,0,0,0
2838,2599,1,0.5434782608695626,0.41975308641976017,0.7303988995873452,0.2174840085287846,0.7035573122529644,0,0,0,0,0,0
2839,2600,1,0.5434782608695626,0.44444444444444986,0.42640990371389265,0.41364605543710026,0.7114624505928855,0,0,0,0,0,0
2840,7468,2,0.5543478260869533,0.45679012345679115,0.26685006877579087,0.4690831556503198,0.7193675889328063,0,0,0,0,0,0
2841,292,0,0.5543478260869533,0.45679012345679115,0.43878954607977994,0.4008528784648187,0.7312252964426877,0,0,0,0,0,0
2842,2601,1,0.5434782608695626,0.45679012345679115,0.7386519944979368,0.1982942430703624,0.7509881422924901,0,0,0,0,0,0
2843,2602,1,0.5434782608695626,0.44444444444444986,0.2434662998624484,0.7121535181236675,0.758893280632411,0,0,0,0,0,0
2844,2603,1,0.5434782608695626,0.43209876543210146,0.5006877579092159,0.42857142857142866,0.7667984189723319,0,0,0,0,0,0
2845,2604,1,0.5434782608695626,0.43209876543210146,0.6629986244841817,0.3219616204690832,0.7747035573122529,0,0,0,0,0,0
2846,2605,1,0.5434782608695626,0.43209876543210146,0.3163686382393398,0.7313432835820896,0.7826086956521738,0,0,0,0,0,0
2847,2606,1,0.5434782608695626,0.43209876543210146,0.33562585969738645,0.5266524520255863,0.7905138339920948,0,0,0,0,0,0
2848,2607,1,0.5543478260869533,0.44444444444444986,0.49105914718019283,0.4157782515991471,0.7984189723320158,0,0,0,0,0,0
2849,7469,2,0.5434782608695626,0.44444444444444986,0.3067400275103165,0.8059701492537313,0.8063241106719367,0,0,0,0,0,0
2850,2608,1,0.5543478260869533,0.44444444444444986,0.8225584594222832,0.17270788912579954,0.8181818181818181,0,0,0,0,0,0
2851,2609,1,0.5543478260869533,0.44444444444444986,0.6918844566712519,0.3176972281449893,0.826086956521739,0,0,0,0,0,0
2852,2610,1,0.565217391304344,0.44444444444444986,0.2819807427785419,0.6119402985074628,0.83399209486166,0,0,0,0,0,0
2853,7470,2,0.565217391304344,0.45679012345679115,0.24621733149931238,0.6396588486140725,0.8418972332015809,0,0,0,0,0,0
2854,7471,2,0.565217391304344,0.44444444444444986,0.5103163686382395,0.40511727078891263,0.8537549407114624,0,0,0,0,0,0
2855,2611,1,0.565217391304344,0.44444444444444986,0.4154057771664377,0.44136460554371,0.8656126482213438,0,0,0,0,0,0
2856,2612,1,0.565217391304344,0.44444444444444986,0.49518569463548845,0.36034115138592754,0.8735177865612648,0,0,0,0,0,0
2857,293,0,0.565217391304344,0.44444444444444986,0.41678129298486954,0.5351812366737742,0.8814229249011857,0,0,0,0,0,0
2858,7472,2,0.5543478260869533,0.43209876543210146,0.49518569463548845,0.36460554371002135,0.901185770750988,0,0,0,0,0,0
2859,2613,1,0.565217391304344,0.44444444444444986,0.34250343878954603,0.6695095948827293,0.9130434782608694,0,0,0,1,0,1
2860,2614,1,0.5760869565217347,0.45679012345679115,0.5240715268225586,0.49680170575692967,0.9209486166007905,0,0,0,0,0,0
2861,294,0,0.5760869565217347,0.45679012345679115,0.4057771664374141,0.6204690831556503,0.9288537549407115,0,0,0,0,0,0
2862,2615,1,0.5869565217391254,0.46913580246913955,0.4277854195323245,0.5010660980810235,0.9486166007905139,0,0,0,0,0,0
2863,2616,1,0.5760869565217347,0.46913580246913955,0.9614855570839067,0.06183368869936018,0.9565217391304347,0,0,0,0,0,0
2864,2617,1,0.5760869565217347,0.45679012345679115,0.41678129298486954,0.5117270788912581,0.9644268774703558,0,0,0,0,0,0
2865,295,0,0.5760869565217347,0.45679012345679115,0.29160935350756545,0.5863539445628999,0.9723320158102766,1,0,0,0,0,1
2866,296,0,0.5869565217391254,0.49382716049382924,0.6258596973865198,0.26865671641791045,0.0,0,0,0,0,0,0
2868,297,0,0.5869565217391254,0.48148148148148795,0.3053645116918844,0.605543710021322,0.027667984189723327,0,0,0,0,0,0
2869,2618,1,0.5978260869565161,0.49382716049382924,0.3438789546079781,0.5650319829424308,0.047430830039525695,0,0,0,0,0,0
2870,2619,1,0.5978260869565161,0.49382716049382924,0.48280605226960116,0.33475479744136455,0.055335968379446654,0,0,0,0,0,0
2871,7473,2,0.5978260869565161,0.49382716049382924,0.48280605226960116,0.41791044776119407,0.06324110671936756,0,0,0,0,0,0
2872,7474,2,0.5869565217391254,0.48148148148148795,0.5061898211829439,0.36460554371002135,0.07509881422924902,0,0,0,0,0,0
2873,2620,1,0.5978260869565161,0.48148148148148795,0.7042640990371392,0.18336886993603407,0.08695652173913043,0,0,0,0,0,0
2874,298,0,0.5760869565217347,0.45679012345679115,0.5323246217331499,0.37953091684434964,0.09486166007905145,0,0,0,0,0,0
2875,2621,1,0.5760869565217347,0.46913580246913955,0.41678129298486954,0.628997867803838,0.11462450592885376,0,0,0,0,0,0
2876,7475,2,0.565217391304344,0.45679012345679115,0.9752407152682254,0.0788912579957356,0.12252964426877472,0,0,0,0,0,0
2877,7476,2,0.565217391304344,0.44444444444444986,0.5639614855570838,0.22174840085287842,0.13438735177865613,0,0,0,0,0,0
2878,7477,2,0.565217391304344,0.45679012345679115,0.669876203576341,0.255863539445629,0.14624505928853754,0,0,0,0,0,0
2879,299,0,0.565217391304344,0.45679012345679115,0.45942228335625845,0.3027718550106609,0.15810276679841895,0,0,0,0,0,0
2880,7478,2,0.5760869565217347,0.45679012345679115,0.27372764786795045,0.9189765458422177,0.17786561264822134,0,0,1,0,0,1
2881,2622,1,0.5869565217391254,0.46913580246913955,0.5130674002751032,0.36460554371002135,0.18972332015810275,0,0,0,0,0,0
2882,7479,2,0.5760869565217347,0.48148148148148795,0.577716643741403,0.36034115138592754,0.19762845849802374,0,0,0,0,0,0
2883,2623,1,0.5760869565217347,0.48148148148148795,0.7097661623108666,0.2707889125799573,0.20948616600790512,0,0,0,0,0,0
2884,2624,1,0.5760869565217347,0.46913580246913955,0.37001375515818435,0.42430703624733473,0.21739130434782608,0,0,0,0,0,0
2885,2625,1,0.5760869565217347,0.48148148148148795,0.33149931224209084,0.4754797441364605,0.225296442687747,0,0,0,0,0,0
2886,7480,2,0.565217391304344,0.46913580246913955,0.2090784044016507,0.6353944562899788,0.23320158102766797,0,0,0,0,0,0
2887,300,0,0.565217391304344,0.46913580246913955,0.6423658872077027,0.3006396588486141,0.24505928853754938,0,0,0,0,0,0
2888,7481,2,0.565217391304344,0.46913580246913955,0.7193947730398902,0.15991471215351816,0.26482213438735175,0,0,0,0,0,0
2889,7482,2,0.5760869565217347,0.48148148148148795,0.2709766162310867,0.6375266524520257,0.27667984189723316,0,0,0,0,0,0
2890,7483,2,0.5869565217391254,0.49382716049382924,0.48830811554332865,0.38592750533049053,0.2885375494071146,0,0,0,0,0,0
2891,2626,1,0.5760869565217347,0.49382716049382924,0.5845942228335628,0.2622601279317697,0.30039525691699603,0,0,0,0,0,0
2892,2627,1,0.5760869565217347,0.48148148148148795,0.7070151306740029,0.22601279317697223,0.308300395256917,0,0,0,0,0,0
2893,2628,1,0.5869565217391254,0.48148148148148795,0.22145804676753778,0.7292110874200427,0.3162055335968379,0,0,0,0,0,0
2894,7484,2,0.5869565217391254,0.48148148148148795,0.5502063273727646,0.3219616204690832,0.32411067193675885,0,0,0,0,0,0
2895,2629,1,0.5869565217391254,0.48148148148148795,0.7771664374140301,0.10021321961620466,0.3359683794466403,0,0,0,0,0,0
2896,7485,2,0.5869565217391254,0.48148148148148795,0.4195323246217333,0.5970149253731344,0.3438735177865612,0,0,0,0,0,0
2897,7486,2,0.5869565217391254,0.46913580246913955,0.639614855570839,0.23880597014925375,0.3557312252964427,0,0,0,0,0,0
2898,7487,2,0.5760869565217347,0.46913580246913955,0.4979367262723522,0.42857142857142866,0.3675889328063241,0,0,0,0,0,0
2899,7488,2,0.5760869565217347,0.46913580246913955,0.5254470426409905,0.42857142857142866,0.3794466403162055,0,0,0,0,0,0
2900,2630,1,0.5760869565217347,0.45679012345679115,0.3328748280605227,0.4371002132196163,0.3913043478260869,0,0,0,0,0,0
2901,2631,1,0.565217391304344,0.44444444444444986,0.5584594222833563,0.2857142857142857,0.3992094861660079,0,0,0,0,0,0
2902,2632,1,0.5760869565217347,0.45679012345679115,0.35350756533700145,0.4307036247334754,0.40711462450592883,0,0,0,0,0,0
2903,7489,2,0.5760869565217347,0.45679012345679115,0.5130674002751032,0.3219616204690832,0.4150197628458498,0,0,0,0,0,0
2904,7490,2,0.5869565217391254,0.46913580246913955,0.7771664374140301,0.14072494669509594,0.4268774703557312,0,0,0,0,0,0
2906,2633,1,0.5760869565217347,0.45679012345679115,0.5281980742778543,0.347547974413646,0.44664031620553357,0,0,0,0,0,0
2907,2634,1,0.5760869565217347,0.44444444444444986,0.33149931224209084,0.396588486140725,0.45454545454545453,0,0,0,0,0,0
2908,7491,2,0.5760869565217347,0.45679012345679115,0.5680880330123799,0.3326226012793178,0.4624505928853755,0,0,0,0,0,0
2909,2635,1,0.5869565217391254,0.46913580246913955,0.11416781292984873,0.8486140724946696,0.4743083003952569,0,0,0,0,0,0
2910,2636,1,0.5869565217391254,0.48148148148148795,0.4566712517193947,0.5117270788912581,0.48221343873517786,0,0,0,0,0,0
2911,2637,1,0.5760869565217347,0.46913580246913955,0.5612104539202201,0.39872068230277186,0.49011857707509876,0,0,0,0,0,0
2912,7492,2,0.5869565217391254,0.46913580246913955,0.25309491059147193,0.5095948827292112,0.4980237154150197,0,0,0,0,0,0
2913,2638,1,0.5869565217391254,0.48148148148148795,0.6781292984869327,0.2174840085287846,0.5098814229249011,0,0,0,0,0,0
2914,2639,1,0.5869565217391254,0.48148148148148795,0.5130674002751032,0.3091684434968017,0.5177865612648221,0,0,0,0,0,0
2915,301,0,0.5760869565217347,0.48148148148148795,0.9903713892709766,0.008528784648187515,0.525691699604743,0,0,0,0,0,0
2916,2640,1,0.565217391304344,0.46913580246913955,0.11966987620357633,0.8955223880597016,0.5454545454545454,0,0,0,0,0,0
2917,2641,1,0.5760869565217347,0.48148148148148795,0.3342503438789546,0.45842217484008535,0.5533596837944663,0,0,0,0,0,0
2918,2642,1,0.5760869565217347,0.46913580246913955,0.47867950481430555,0.40298507462686567,0.5612648221343873,0,0,0,0,0,0
2919,7493,2,0.5760869565217347,0.46913580246913955,0.44566712517193974,0.2963752665245202,0.5691699604743082,0,0,0,0,0,0
2920,2643,1,0.5760869565217347,0.48148148148148795,0.767537826685007,0.21108742004264394,0.5810276679841897,0,0,0,0,0,0
2921,2644,1,0.5869565217391254,0.49382716049382924,0.5914718019257221,0.2899786780383795,0.5889328063241106,0,0,0,0,0,0
2922,2645,1,0.5978260869565161,0.5061728395061776,0.6726272352132048,0.23454157782515994,0.5968379446640316,0,0,0,0,0,0
2923,2646,1,0.5978260869565161,0.49382716049382924,0.4305364511691887,0.38379530916844357,0.6047430830039525,0,0,0,0,0,0
2924,7494,2,0.5869565217391254,0.49382716049382924,0.31499312242090793,0.6652452025586354,0.6126482213438734,0,0,0,0,0,0
2925,2647,1,0.5978260869565161,0.49382716049382924,0.4030261348005504,0.5159914712153517,0.6245059288537549,0,0,0,0,0,0
2926,7495,2,0.5869565217391254,0.48148148148148795,0.30261348005502064,0.6609808102345417,0.6324110671936758,0,0,0,0,0,0
2927,2648,1,0.5869565217391254,0.49382716049382924,0.46629986244841826,0.6886993603411514,0.6442687747035573,0,0,0,0,0,0
2928,7496,2,0.5869565217391254,0.48148148148148795,0.34800550206327374,0.6332622601279317,0.6521739130434783,0,0,0,0,0,0
2929,7497,2,0.5978260869565161,0.49382716049382924,0.12379642365887211,0.742004264392324,0.6640316205533596,0,0,0,0,0,0
2930,7498,2,0.5978260869565161,0.49382716049382924,0.4319119669876206,0.40298507462686567,0.6758893280632411,0,0,0,0,0,0
2931,302,0,0.5869565217391254,0.48148148148148795,0.3232462173314994,0.6652452025586354,0.6877470355731224,0,0,0,0,0,0
2932,2649,1,0.5978260869565161,0.49382716049382924,0.2819807427785419,0.5394456289978679,0.7075098814229248,0,0,0,0,0,0
2933,2650,1,0.6086956521739068,0.49382716049382924,0.4016506189821185,0.4690831556503198,0.7154150197628457,0,0,0,0,0,0
2934,7499,2,0.5978260869565161,0.49382716049382924,0.8019257221458047,0.16631130063965882,0.7233201581027667,0,0,0,0,0,0
2935,7500,2,0.5978260869565161,0.48148148148148795,0.5199449793672626,0.47334754797441364,0.7351778656126482,0,0,0,0,0,0
2936,7501,2,0.5978260869565161,0.49382716049382924,0.7042640990371392,0.17270788912579954,0.7470355731225296,0,0,0,0,0,0
2937,7502,2,0.6086956521739068,0.49382716049382924,0.3108665749656121,0.6119402985074628,0.758893280632411,0,0,0,0,0,0
2938,2651,1,0.5869565217391254,0.48148148148148795,0.8830811554332874,0.12579957356076754,0.7707509881422925,0,0,0,0,0,0
2939,2652,1,0.5869565217391254,0.46913580246913955,0.4277854195323245,0.30703624733475476,0.7786561264822134,0,0,0,0,0,0
2940,2653,1,0.6086956521739068,0.49382716049382924,0.3617606602475929,0.4541577825159914,0.7865612648221343,0,0,0,0,0,0
2943,2654,1,0.5869565217391254,0.46913580246913955,0.4030261348005504,0.6353944562899788,0.0,0,0,0,0,0,0
2945,2655,1,0.5869565217391254,0.48148148148148795,0.4635488308115545,0.3155650319829424,0.027667984189723327,0,0,0,0,0,0
